epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
156,11023.8,1.46688,0.66705,1.65711,0.85449,0.8453,0.88893,0.68157,2.03962,1.02223,1.81129,0.00128599,0.00128599,0.00128599
157,11094.4,1.46497,0.66295,1.65778,0.85282,0.8453,0.88849,0.68095,2.04198,1.02487,1.81199,0.00123596,0.00123596,0.00123596
158,11164.8,1.46375,0.66177,1.6562,0.8544,0.84482,0.88822,0.68055,2.0426,1.02648,1.81258,0.00118687,0.00118687,0.00118687
159,11235.3,1.45803,0.65865,1.65492,0.85261,0.84281,0.88834,0.68045,2.04395,1.02928,1.81309,0.00113873,0.00113873,0.00113873
160,11306,1.45458,0.65511,1.65413,0.85303,0.84264,0.88813,0.68015,2.04626,1.03187,1.81394,0.00109156,0.00109156,0.00109156
161,11376.4,1.45119,0.65469,1.65402,0.85404,0.84156,0.8873,0.6789,2.05007,1.03465,1.8152,0.00104537,0.00104537,0.00104537
162,11447.1,1.44889,0.65182,1.65419,0.85628,0.8398,0.8872,0.67859,2.05296,1.03695,1.81635,0.00100016,0.00100016,0.00100016
163,11517.5,1.44645,0.6512,1.65456,0.85626,0.84039,0.88708,0.67823,2.05586,1.0392,1.81774,0.000955951,0.000955951,0.000955951
164,11588.2,1.44572,0.6509,1.65305,0.85977,0.83556,0.88695,0.67792,2.05717,1.04104,1.81862,0.000912754,0.000912754,0.000912754
165,11658.6,1.43865,0.64601,1.65406,0.85806,0.8355,0.8869,0.67744,2.0585,1.04263,1.81974,0.000870577,0.000870577,0.000870577
166,11729,1.43401,0.64325,1.65213,0.85712,0.83681,0.88678,0.67713,2.061,1.04432,1.82089,0.000829431,0.000829431,0.000829431
167,11799.6,1.43571,0.64523,1.65014,0.85725,0.83709,0.88645,0.67693,2.06238,1.04661,1.82154,0.000789327,0.000789327,0.000789327
168,11870.3,1.43225,0.64338,1.65102,0.85917,0.83443,0.88633,0.67661,2.06441,1.04899,1.82243,0.000750274,0.000750274,0.000750274
169,11940.5,1.43103,0.64224,1.64823,0.85718,0.83697,0.88613,0.67625,2.06596,1.05108,1.82313,0.000712282,0.000712282,0.000712282
170,12011.1,1.42427,0.63768,1.64856,0.85594,0.83725,0.8858,0.67619,2.06709,1.05296,1.82358,0.00067536,0.00067536,0.00067536
171,12081.3,1.42428,0.63694,1.65032,0.85535,0.83473,0.88529,0.67552,2.06946,1.05568,1.82445,0.000639518,0.000639518,0.000639518
172,12152,1.41975,0.63522,1.64902,0.85606,0.834,0.88494,0.6749,2.07144,1.05865,1.82521,0.000604763,0.000604763,0.000604763
173,12221.6,1.41819,0.63371,1.64781,0.855,0.83329,0.88457,0.67437,2.07338,1.06122,1.82617,0.000571106,0.000571106,0.000571106
174,12290.9,1.41646,0.63229,1.64704,0.85432,0.83391,0.88428,0.67411,2.07552,1.06342,1.82697,0.000538554,0.000538554,0.000538554
175,12361,1.41316,0.63087,1.64698,0.85418,0.83271,0.88407,0.67349,2.07736,1.06564,1.82776,0.000507115,0.000507115,0.000507115
176,12431.6,1.4099,0.62985,1.64616,0.8554,0.83045,0.88378,0.67295,2.07868,1.0679,1.82852,0.000476796,0.000476796,0.000476796
177,12501.9,1.40695,0.62741,1.64614,0.85641,0.8292,0.88365,0.67275,2.07988,1.06967,1.82912,0.000447606,0.000447606,0.000447606
178,12572.4,1.40917,0.62889,1.64569,0.85702,0.82799,0.88332,0.67226,2.08215,1.07191,1.83001,0.000419552,0.000419552,0.000419552
179,12642.2,1.40793,0.62763,1.64635,0.85536,0.82796,0.88299,0.67171,2.08362,1.07375,1.83067,0.00039264,0.00039264,0.00039264
180,12712.8,1.40349,0.62443,1.64294,0.85604,0.82774,0.88234,0.671,2.08444,1.07538,1.83127,0.000366877,0.000366877,0.000366877
181,12783.3,1.39821,0.62206,1.64382,0.85424,0.82825,0.88177,0.67038,2.08602,1.07697,1.83191,0.00034227,0.00034227,0.00034227
